title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
데릴남편 오작두,로맨스,,2018-03-03,2018-05-19,토,오후 8:45,24,mbc,이별이 떠났다,"극한의 현실을 사는 30대 중반 직장여성이 오로지 결혼한 여자, 즉 유부녀라는 소셜 포지션을 쟁취하려 데릴 남편을 구하면서 시작되는 역주행 로맨스 드라마",백호민,한진선,,유윤경,,,유이,김강우,정상훈,한선화,,,,,
밥 잘 사주는 예쁜 누나,멜로,,2018-03-30,2018-05-19,"금, 토",오후 11:00,16,jtbc,스케치,'그냥 아는 사이'로 지내던 두 남녀가 사랑에 빠지면서 그려가게 될 '진짜 연애'에 대한 이야기,안판석,,,김은,,,손예진,정해인,장소연,정유진,,,,,
나의 아저씨,,,2018-03-21,2018-05-17,"수, 목",오후 9:30,16,tvn,김비서가 왜 그럴까,삶의 무게를 버티며 살아가는 아저씨 삼 형제와 거칠게 살아온 한 여성이 서로를 통해 삶을 치유하게 되는 이야기,김원석,,,박해영,,,이선균,이지은,고두심,박호산,,,,,
스위치 - 세상을 바꿔라,범죄,서스펜스,2018-03-28,2018-05-17,"수, 목",오후 10:00,32,sbs,훈남정음,"진짜와 가짜의 콜라보! 사기꾼에서 검사로 얼떨결에 롤러코스트한 사도찬이, 법꾸라지들을 화끈하게 잡아 들이는 통쾌한 사기 활극",남태진,,,백운철,김류현,,장근석,한예리,장근석,정웅인,,,,,
시를 잊은 그대에게,,,2018-03-26,2018-05-15,"월, 화",오후 9:30,16,tvn,멈추고 싶은 순간 : 어바웃 타임,"의사가 주인공이 아닌 병원 드라마. 물리치료사, 방사선사, 실습생들의 일상을 시(詩)와 함께 그려낸 감성 코믹극",한상재,오원택,,명수현,백선우,최보림,이유비,이준혁,장동윤,서현철,,,,,
"손 꼭 잡고, 지는 석양을 바라보자",멜로,,2018-03-21,2018-05-10,"수, 목",오후 10:00,32,mbc,이리와 안아줘,"한 부부가 죽음이라는 위기에 직면하면서 살아온 시간을 돌아보고, 또 잊고 살았던 것들을 하나씩 되짚어보며 서로에 대한 사랑과 가족의 소중함을 확인하게 된다는 내용을 그린 드라마",정지인,김성용,,정하연,,,한혜진,윤상현,유인영,김태훈,,,,,
"미치겠다, 너땜에!",로맨스,,2018-05-07,2018-05-08,"월, 화",오후 10:00,4,mbc,,"오랜 친구와 하룻밤을 보내고 고민에 빠진 아티스트 '래완'과 사랑과 우정 사이에서 갈등하는 통역사 '은성'을 통해, 8년의 교감이 사랑으로 변하는 순간을 담아낸 드라마",현솔잎,,,박미령,,,이유영,김선호,성주,권도운,,,,,
대군 - 사랑을 그리다,사극,멜로,2018-03-03,2018-05-06,"토, 일",오후 10:50,20,tv조선,,"동생을 죽여서라도 갖고 싶었던 사랑, 이 세상 아무도 다가올 수 없게 만들고 싶었던 그 여자를 둘러싼 그들의 뜨거웠던 욕망과 순정의 기록을 담은 드라마",김정민,이승훈,,조현경,,,윤시윤,진세연,주상욱,정우연,,,,,
라이브(Live),,,2018-03-10,2018-05-06,"토, 일",오후 9:00,18,tvn,무법 변호사,전국에서 제일 바쁜 '홍일 지구대'에 근무하며 일상의 소소한 가치와 정의를 지키기 위해 밤낮없이 바쁘게 뛰며 사건을 해결하는 지구대 경찰들의 이야기,김규태,,,노희경,,,정유미,이광수,배성우,배종옥,,,,,
착한마녀전,,,2018-03-03,2018-05-05,토,오후 8:55,40,sbs,시크릿 마더,'마녀'와 '호구' 사이를 아슬아슬 넘나드는 '천사표 아줌마'의 빵 터지는 이중 생활극,오세강,,,윤영미,,,이다해,이다해,류수영,안우연,,,,,
EXIT,휴먼,판타지,2018-04-30,2018-05-01,"월, 화",오후 10:00,4,sbs,,한순간이라도 행복해지고 싶었던 그의 이야기,정동윤,,,박연혁,,,최태준,우현,남기애,박호산,,,,,
위대한 유혹자,로맨스,미스터리,2018-03-12,2018-05-01,"월, 화",오후 10:00,32,mbc,검법남녀,청춘남녀가 인생의 전부를 바치는 것인 줄 모르고 뛰어든 위험한 사랑 게임과 이를 시작으로 펼쳐지는 위태롭고 아름다운 스무 살 유혹 로맨스,강인,이동현,,김보연,,,우도환,박수영,문가영,김민재,,,,,
그남자 오수,로맨스,,2018-03-05,2018-04-24,"월, 화",오후 9:00,16,ocn,,연애감 없는 현대판 큐피드 남자 오수와 연애 허당녀 유리의 둘만 모르는 확실한 썸로맨스,남기훈,,,정유선,,,이종현,김소은,강태오,허정민,,,,,
키스 먼저 할까요?,멜로,,2018-02-20,2018-04-24,"월, 화",오후 10:00,40,sbs,기름진 멜로,"성숙한 사람들의 서툰 멜로 ""키스 한 번으로 죽었던 연애 세포가 살아나다. 그리고... 진짜 사랑...""",손정현,,,배유미,,,감우성,김선아,오지호,박시연,,,,,
작은 신의 아이들,범죄,,2018-03-03,2018-04-22,"토, 일",오후 10:20,16,ocn,,"팩트, 논리, 숫자만을 믿는 IQ167 엘리트 형사 천재인과 보지 말아야 할 것을 보는 신기(神技) 있는 여형사 김단 등 전혀 다른 두 사람이 만나 전대 미문의 집단 죽음에 얽힌 음모와 비밀을 추적하는 드라마",강신효,,,한우리,,,강지환,김옥빈,심희섭,이엘리야,,,,,
추리의 여왕 시즌2,범죄,미스터리,2018-02-28,2018-04-19,"수, 목",오후 10:00,16,kbs2,슈츠,장바구니를 던져버린 설옥과 막강한 추리군단을 거느리고 돌아온 완승이 크고 작은 사건을 해결하며 숨겨진 진실을 밝혀내는 생활밀착형 추리드라마,최윤석,유영은,,이성민,,,권상우,최강희,이다희,박병은,,,,,
으라차차 와이키키,,,2018-02-05,2018-04-17,"월, 화",오후 11:00,20,jtbc,미스 함무라비,"영화감독을 꿈꾸는 불운의 아이콘 동구, 똘기 충만 생계형 배우 준기, 반백수 프리랜서 작가 두식, 세 청춘이 망할 위기에 처한 게스트하우스 와이키키에서 펼치는 골 때리고 빡센 포복절도 청춘 드라마",이창민,,,김기호,송지은,송미소,김정현,이이경,정인선,고원희,,,,,
연남동 539,,,2018-01-10,2018-03-28,수,오후 11:00,12,mbn,,"새로운 형태의 라이프 스타일인 비혼족들의 이야기와 이들을 혼자이게 만드는 사회에 대한 경고, 그리고 소중한 우리 이웃의 의미를 함께 담을 시리즈형 에피소드 드라마",강훈,한율,,김진경,이지현,,이종혁,오윤아,이문식,브라이언,,,,,
미스티,미스터리,멜로,2018-02-02,2018-03-24,"금, 토",오후 11:00,16,jtbc,밥 잘 사주는 예쁜 누나,"살인사건의 용의자로 지목된 대한민국 최고의 앵커. 그녀의 변호인이 된 남편. 그들이 믿었던 사랑, 그 민낯을 보여주는 격정 미스테리 멜로",모완일,,,제인,,,김남주,지진희,전혜진,임태경,,,,,
리턴,범죄,서스펜스,2018-01-17,2018-03-22,"수, 목",오후 10:00,34,sbs,,"도로 위 의문의 시신! 살인 용의자로 떠오른 4명의 상류층, TV 리턴쇼 진행자 최자혜 변호사가 촉법소년 출신 독고영 형사와 함께 살인 사건의 진실을 파헤쳐 나가는 사회파 스릴러",주동민,,,최경미,,,박진희,이진욱,신성록,봉태규,,,,,
라디오 로맨스,로맨스,,2018-01-29,2018-03-20,"월, 화",오후 10:00,16,kbs2,우리가 만난 기적,대본이 있어야만 말할 수 있는 대본에 특화된 톱스타가 절대로 대본대로 흘러가지 않는 라디오 DJ가 되면서 벌어지는 이야기를 다루는 휴먼 로맨스 드라마,문준하,황승기,,전유리,,,윤두준,김소현,윤박,유라,,,,,
크로스,의학,복수,2018-01-29,2018-03-20,"월, 화",오후 9:30,16,tvn,시를 잊은 그대에게,병원과 교도소를 넘나들며 복수심을 키우는 천재 의사 강인규와 그의 분노까지 품은 휴머니즘 의사 고정훈이 만나 서로의 삶을 송두리째 뒤흔드는 예측불허 사건들이 연쇄적으로 벌어지는 이야기,신용휘,,,최민석,,,고경표,조재현,전소민,진이한,,,,,
마더,범죄,서스펜스,2018-01-24,2018-03-15,"수, 목",오후 9:30,16,tvn,나의 아저씨,상처받은 소녀를 구해내기 위해 그 소녀의 엄마가 되기로 한 여자의 이야기,김철규,윤현기,,정서경,,,이보영,허율,이혜영,남기애,,,,,
당찬 우리 동네,,,2018-01-27,2018-02-24,,,10,kbs w,,가족이란 울타리 안에서 그려지는 좌충우돌 로맨스를 다룬 드라마,이종우,,,김재홍,,,김광규,이한위,이응경,김가연,,,,,
쇼트,스포츠,로맨스,2018-02-12,2018-02-20,"월, 화",오후 9:00,4,ocn,,절대 어울리지 않는 두 사람이 차가운 빙판에서 만났다! 쇼트트랙 초보자가 세계 최정상에 오르기까지의 과정을 그린 좌충우돌 청춘 성장기 평창 동계올림픽 스페셜 드라마,김영민,,,김정애,,,강태오,여회현,김도연,박소은,,,,,
철수씨와 02,,,2018-02-15,2018-02-16,"목, 금",오전 11:20,2,mbn,,인공지능 로봇이 일상화된 2030년 가상미래를 배경으로 갑작스런 교통사고로 아내를 잃은 중년의 남성에게 젊은 아내의 모습을 닮은 로봇이 배달되면서 벌어지는 이야기를 그린 드라마,윤여창,,,강영화,심상미,,최일화,임예진,김승현,홍이주,,,,,
애간장,로맨스,,2018-01-08,2018-02-06,"월, 화",오후 9:00,10,ocn,,어설픈 그 시절 첫사랑과의 과거를 바꾸고픈 현재의 내가 10년 전 나를 만나 삼각관계에 빠져버린 이야기,민연홍,,,박가연,,,이정신,서지훈,이열음,,,,,,
4가지 하우스,로맨스,,2018-01-29,2018-01-29,월,오후 11:30,4,mbc every1,,혼자 사는 것이 익숙해진 현대사회의 사람들이 마음 한쪽에 숨어있는 외로움을 특별한 셰어하우스에 모여 살며 서로의 감정을 공유하고 진정한 사랑을 찾게 되는 이야기를 그린 드라마,정희석,,,이수진,,,남이안,남윤수,김주미,이재진,,,,,
조선미인별전,,,2018-01-06,2018-01-07,"토, 일",오후 9:20,2,kbs1,,조선 시대 최초의 미인선발대회를 배경으로 강요된 삶을 벗어나 자신의 꿈을 찾아가는 청춘들의 이야기를 그린 뮤지컬 드라마,김대현,,,경민선,,,여원,김나니,배윤경,서이숙,,,,,
전생에 웬수들,,,2017-11-27,2018-06-01,월~금,오후 7:15,123,mbc,비밀과 거짓말,두 가족이 안고 있는 비밀과 악연의 고리를 풀고 진짜 가족으로 거듭나는 이야기를 그린 드라마,김흥동,,,김지은,,,최윤영,구원,안재모,고나연,,,,,
해피시스터즈,,,2017-12-04,2018-05-25,월~금,오전 8:30,120,sbs,,우리 시대를 살아가는 여자들이 아름답고 치열한 사랑을 통해 정체성을 찾아가는 내용을 담은 드라마,고흥식,민연홍,,한영미,,,심이영,한영,오대규,강서준,,,,,
미워도 사랑해,,,2017-11-13,2018-05-04,월~금,오후 8:25,120,kbs1,내일도 맑음,어려서부터 파란만장한 삶을 살아오다 결국 모든 것을 잃고 새롭게 시작한 시기에 아이러니컬하게 인생의 꽃을 피우는 한 여성의 삶을 따라가면서 우리를 지탱하는 가장 큰 가치는 핏줄도 법도 아닌 바로 인간 사이에서 채워지는 인간 간의 정이요 사랑이라는 이야기를 담은 휴먼가족 드라마,박기호,,,김홍주,,,이성열,표예진,이동하,한혜린,,,,,
역류,,,2017-11-13,2018-04-26,월~금,오전 7:50,119,mbc,,사랑하는 사람과 필요한 사람이 엇갈린 인물들이 복수와 욕망을 위해 벌이는 위태로운 싸움을 그린 홈멜로 심리스릴러,배한천,김미숙,,서신혜,한희정,,신다은,이재황,서도영,김해인,,,,,
밥상 차리는 남자,,,2017-09-02,2018-03-18,"토, 일",오후 8:45,50,mbc,부잣집 아들,아내의 갑작스런 졸혼 선언으로 가정 붕괴 위기에 처한 중년 남성의 행복한 가족 되찾기 프로젝트를 그린 가족 치유 코믹 드라마,주성우,,,박현주,,,최수영,온주완,김갑수,김미숙,,,,,
황금빛 내 인생,가족,로맨스,2017-09-02,2018-03-11,"토, 일",오후 7:55,52,kbs2,,흙수저를 벗어나고 싶은 3無녀에게 가짜 신분 상승이라는 인생 치트키가 생기면서 펼쳐지는 황금빛 인생 체험기를 그린 세대 불문 공감 가족 드라마,김형석,,,소현경,,,박시후,신혜선,이태환,서은수,,,,,
화유기,판타지,,2017-12-23,2018-03-04,"토, 일",오후 9:00,20,tvn,라이브(Live),고대소설 서유기를 모티브로 퇴폐적 악동 요괴 손오공과 고상한 젠틀 요괴 우마왕이 어두운 세상에서 빛을 찾아가는 여정을 그린 절대낭만 퇴마극,박홍균,김병수,김정현,홍정은,홍미란,,이승기,차승원,오연서,이홍기,,,,,
너의 등짝에 스매싱,시트콤,,2017-12-04,2018-03-01,월~목,오후 8:20,50,tv조선,,해마다 80만 명의 자영업자가 폐업하는 불황의 끝자락에 어느 몰락한 가장의 '사돈집 살이'와 '창업 재도전기'를 그린 드라마,김정식,,,이영철,이광재,이미림,박영규,엄현경,황우슬혜,박해미,,,,,
TV소설 꽃피어라 달순아,소설,,2017-08-14,2018-02-09,월~금,오전 9:00,129,kbs2,TV소설 파도야 파도야,"시대의 비극으로 아버지를 죽인 원수를 아버지로 알고 자라고, 그 때문에 다시 버려져야 했던 달순이 과거의 진실을 밝히고 구두 장인으로 성공하는 이야기를 담은 휴먼 성장 드라마",신창석,,,문영훈,,,홍아름,윤다영,송원석,강다빈,,,,,
내 남자의 비밀,,,2017-09-18,2018-02-09,월~금,오후 7:50,100,kbs2,,진짜 가면을 쓰고 진짜가 되기 위해 처절하게 몸부림치는 남자와 사랑받고 싶어 소중한 동생을 버리고 그 자리를 차지한 여자가 완전한 행복을 찾기 위해 고군분투하는 이야기를 그린 드라마,진형욱,,,김연신,허인무,,송창의,강세정,송창의,김다현,,,,,
흑기사,판타지,로맨스,2017-12-06,2018-02-08,"수, 목",오후 10:00,20,kbs2,추리의 여왕 시즌2,사랑하는 여자를 위해 위험한 운명을 받아들이는 순정파 남자의 이야기를 그린 드라마,한상우,,,김인영,,,김래원,신세경,서지혜,장미희,,,,,
나쁜 녀석들 : 악의 도시,범죄,스릴러,2017-12-16,2018-02-04,"토, 일",오후 10:20,16,ocn,작은 신의 아이들,악을 악으로 응징하는 나쁜 녀석들이 부패한 권력 집단에게 통쾌한 한 방을 날리는 액션 느와르 드라마,한동화,황준혁,,한정훈,,,박중훈,주진모,양익준,김무열,,,,,
돈꽃,미스터리,복수,2017-11-11,2018-02-03,토,오후 8:45,24,mbc,데릴남편 오작두,돈을 지배하고 있다는 착각에 살지만 실은 돈에 먹혀버린 이들의 이야기를 담은 드라마,김희원,,,이명희,,,장혁,박세영,장승조,이미숙,,,,,
브라보 마이 라이프,코미디,멜로,2017-10-21,2018-02-03,토,오후 8:55,56,sbs,착한마녀전,"열정 과다 드라마 조연출 하도나와 여왕처럼 살다 밑바닥으로 떨어진 왕년의 여배우 라라, 두 모녀의 화해와 도전, 사랑을 통해 인생의 참된 의미를 되새기는 드라마",정효,,,정지우,,,도지원,정유미,연정훈,박상민,,,,,
그냥 사랑하는 사이,,,2017-12-11,2018-01-30,"월, 화",오후 11:00,16,jtbc,으라차차 와이키키,붕괴사고에서 극적으로 살아남은 두 남녀가 서로의 상처를 보듬어가는 과정을 그린 멜로 드라마,김진원,,,유보라,,,이준호,원진아,이기우,강한나,,,,,
의문의 일승,범죄,서스펜스,2017-11-27,2018-01-30,"월, 화",오후 10:00,40,sbs,키스 먼저 할까요?,"'누명 쓴 사형수'에서 '어쩌다 탈옥수'가 된 의문의 한 남자, 그가 이젠 '가짜 형사 오일승'이 돼 숨어 있는 적폐들을 쳐부순다. 가짜 형사 오일승의 인생 몰빵 배짱 활극",신경수,,,이현주,,,윤균상,정혜성,김희원,도기석,,,,,
모두의 연애,예능 드라마,,2017-12-08,2018-01-26,금,오후 11:30,8,tvn,,"현실 공감 토크 드라마로 펼쳐지는 우리들의 보편적인 연애 이력! 누구에게라도 털어놓고 싶었던 그 이야기의 시작. 사랑이 어려운 이 시대, 잠들어있던 연애 세포를 깨운다. 어쩌면 당신의 이야기, '모두의 연애'",,,,,,,신동엽,성시경,마이크로닷,이시아,,,,,
로봇이 아니야,로맨틱 코미디,휴먼,2017-12-06,2018-01-25,"수, 목",오후 10:00,32,mbc,"손 꼭 잡고, 지는 석양을 바라보자",인간 알러지 때문에 제대로 여자를 사귀어 본 적 없는 남자가 로봇을 연기하는 여자를 만나 사랑에 빠지는 모습을 그린 드라마,정대윤,박승우,,김선미,이석준,,유승호,채수빈,엄기준,채수빈,,,,,
